153.000,105.000,26.000,43.000
152.865,98.395,26.000,43.000
152.730,93.138,26.000,43.000
152.056,87.073,26.000,43.000
151.113,80.198,26.000,43.000
151.248,75.211,26.000,43.000
150.574,72.111,26.000,43.000
148.282,69.819,26.000,43.000
144.643,68.067,26.000,43.000
140.734,66.854,26.000,43.000
135.477,65.102,26.000,43.000
129.142,63.619,26.000,43.000
121.459,61.327,26.000,43.000
114.315,60.384,26.000,43.000
109.058,59.171,26.000,43.000
106.766,57.958,26.000,43.000
107.710,57.014,26.000,43.000
108.114,55.262,26.000,43.000
105.823,52.701,26.000,43.000
102.992,49.600,26.000,43.000
97.735,47.579,26.000,43.000
91.400,44.748,26.000,43.000
85.065,41.378,26.000,43.000
80.722,37.686,26.575,43.951
77.140,34.198,27.163,44.924
74.183,32.367,27.163,44.924
73.197,32.508,27.163,44.924
74.464,32.649,27.163,44.924
81.083,33.353,27.163,44.924
86.293,34.620,27.163,44.924
86.997,36.733,27.163,44.924
88.828,39.690,27.163,44.924
95.165,45.182,27.163,44.924
97.841,50.111,27.163,44.924
100.798,55.603,27.163,44.924
103.192,60.813,27.163,44.924
103.896,62.926,27.163,44.924
117.556,62.785,27.163,44.924
129.808,65.461,27.163,44.924
122.344,62.503,27.163,44.924
124.175,56.448,27.163,44.924
118.356,55.434,26.584,43.966
118.494,52.540,26.584,43.966
121.036,51.016,26.017,43.028
123.868,45.756,26.017,43.028
124.000,43.460,26.593,43.980
137.925,41.392,26.593,43.980
143.853,43.185,26.593,43.980
145.094,44.701,26.593,43.980
143.650,46.898,26.026,43.042
144.317,48.267,25.471,42.124
146.562,47.343,25.471,42.124
177.593,36.118,25.471,42.124
184.865,38.731,24.927,41.226
193.265,40.670,24.927,41.226
201.924,44.934,24.927,41.226
208.514,47.907,24.927,41.226
242.038,74.130,24.396,40.347
246.465,76.786,24.396,40.347
252.156,78.431,24.396,40.347
265.436,107.899,24.396,40.347
270.116,109.544,24.396,40.347
272.519,110.682,24.396,40.347
280.234,115.361,24.396,40.347
289.280,119.770,24.936,41.240
294.580,126.105,24.936,41.240
301.173,136.059,24.936,41.240
318.736,129.567,25.487,42.152
323.625,127.849,25.487,42.152
317.174,114.085,26.051,43.085
319.200,123.404,26.051,43.085
319.892,133.437,26.628,44.038
318.374,140.201,26.628,44.038
320.121,133.353,26.060,43.099
