298.000,160.000,48.000,80.000
297.750,162.250,48.000,80.000
299.000,165.000,48.000,80.000
300.250,169.250,48.000,80.000
301.000,171.000,48.000,80.000
303.250,176.249,48.000,80.000
305.500,177.999,48.000,80.000
309.250,181.249,48.000,80.000
312.500,181.999,48.000,80.000
315.749,183.249,48.000,80.000
317.999,181.999,48.000,80.000
320.249,181.749,48.000,80.000
318.999,180.999,48.000,80.000
320.249,182.249,48.000,80.000
317.999,182.499,48.000,80.000
316.172,184.467,49.062,81.770
314.834,187.539,50.147,83.579
315.092,189.595,51.257,85.428
313.694,191.143,52.391,87.318
312.831,189.894,53.550,89.250
310.792,187.460,54.735,91.225
308.116,184.972,55.946,93.243
304.172,182.429,57.184,95.306
298.904,182.919,58.449,97.415
294.784,180.894,59.742,99.570
291.863,182.698,61.064,101.773
295.477,183.882,62.415,104.025
300.520,185.092,63.796,106.327
306.833,188.747,63.796,106.327
313.146,192.402,63.796,106.327
316.801,196.721,63.796,106.327
318.462,202.370,63.796,106.327
316.136,205.360,63.796,106.327
322.449,213.002,63.796,106.327
325.439,219.315,63.796,106.327
326.440,225.252,62.436,104.059
325.539,225.422,61.104,101.840
321.589,224.974,59.801,99.668
385.437,237.121,59.801,99.668
386.994,236.186,59.801,99.668
386.060,235.252,59.801,99.668
386.994,234.317,59.801,99.668
386.060,236.498,59.801,99.668
386.994,235.563,59.801,99.668
386.060,235.252,59.801,99.668
386.994,234.317,59.801,99.668
386.060,235.252,59.801,99.668
386.994,234.317,59.801,99.668
386.060,234.006,59.801,99.668
386.994,233.695,59.801,99.668
386.683,232.760,59.801,99.668
385.749,234.940,59.801,99.668
386.683,234.006,59.801,99.668
385.749,236.186,59.801,99.668
386.683,235.252,59.801,99.668
385.749,237.432,59.801,99.668
386.060,236.498,59.801,99.668
385.126,239.301,59.801,99.668
385.437,237.743,59.801,99.668
383.257,239.924,59.801,99.668
384.814,241.481,59.801,99.668
385.749,244.907,59.801,99.668
388.552,243.973,59.801,99.668
386.994,246.776,59.801,99.668
384.814,245.841,59.801,99.668
384.503,251.759,59.801,99.668
385.437,248.333,59.801,99.668
381.388,248.021,59.801,99.668
384.814,220.925,59.801,99.668
375.782,214.384,59.801,99.668
387.306,236.498,59.801,99.668
388.240,239.301,59.801,99.668
387.306,236.498,59.801,99.668
386.371,234.940,59.801,99.668
387.306,234.006,59.801,99.668
386.371,236.186,59.801,99.668
386.683,234.629,59.801,99.668
385.749,235.563,59.801,99.668
386.683,234.629,59.801,99.668
386.371,233.695,59.801,99.668
387.306,232.760,59.801,99.668
386.371,233.072,59.801,99.668
387.306,232.760,59.801,99.668
386.371,233.695,59.801,99.668
387.306,232.760,59.801,99.668
386.371,234.317,59.801,99.668
386.683,234.006,59.801,99.668
385.749,233.695,59.801,99.668
386.060,234.629,59.801,99.668
386.994,233.695,59.801,99.668
386.060,233.383,59.801,99.668
386.372,234.940,59.801,99.668
386.683,234.006,59.801,99.668
385.749,233.072,59.801,99.668
386.683,232.760,59.801,99.668
385.126,234.317,59.801,99.668
386.683,233.383,59.801,99.668
385.126,233.072,59.801,99.668
386.683,231.514,59.801,99.668
385.126,231.203,59.801,99.668
386.683,229.646,59.801,99.668
385.126,228.711,59.801,99.668
386.683,227.154,59.801,99.668
385.126,226.842,59.801,99.668
386.683,225.285,59.801,99.668
385.749,224.351,59.801,99.668
386.060,222.794,59.801,99.668
386.372,221.859,59.801,99.668
386.683,221.548,59.801,99.668
385.749,221.859,59.801,99.668
386.060,221.548,59.801,99.668
386.372,221.236,59.801,99.668
386.683,220.925,59.801,99.668
385.749,220.613,59.801,99.668
386.060,220.925,59.801,99.668
386.372,221.236,59.801,99.668
386.683,220.925,59.801,99.668
385.749,221.236,59.801,99.668
386.060,221.548,59.801,99.668
386.995,221.236,59.801,99.668
386.060,222.171,59.801,99.668
386.372,222.482,59.801,99.668
386.683,222.171,59.801,99.668
385.126,221.859,59.801,99.668
386.683,221.548,59.801,99.668
385.749,221.236,59.801,99.668
386.060,222.171,59.801,99.668
